user_id,click_top20,like_top20
163,"59,896,118,70,920,151,80,91,407,376,147,897,531,434,87,502,930,1713,131,79","59,896,70,118,151,920,407,91,80,531,897,376,434,147,502,87,1713,79,930,789"
164,"720,421,10,175,48,662,322,106,630,719,1,83,415,1254,339,694,200,3,663,767","421,720,10,175,48,662,322,106,630,719,1,83,415,1254,694,339,200,3,767,663"
165,"97,612,1242,759,644,435,27,670,604,1006,278,665,219,601,85,1,1116,1019,377,274","612,97,1242,435,670,759,27,1,85,644,604,219,1006,278,601,665,274,1116,377,6"
166,"377,168,93,744,247,1119,6,670,16,897,41,604,281,483,135,86,124,79,530,734","377,168,93,744,247,1119,6,16,670,41,897,604,281,483,135,124,86,530,79,734"
167,"1713,520,306,86,70,5,920,502,909,238,892,39,318,51,789,353,734,881,455,268","1713,520,920,70,502,350,238,861,909,877,268,306,832,318,455,388,874,789,353,1000"
168,"23,6,85,128,65,117,16,41,169,172,49,114,129,93,133,712,98,219,105,670","23,6,85,128,65,117,41,16,129,169,49,93,114,172,105,98,133,670,245,168"
169,"169,65,135,190,176,643,1229,393,383,429,1062,1311,601,199,76,866,644,1211,742,1298","169,65,135,190,176,643,1229,393,429,383,1062,601,644,1311,199,76,742,1211,866,161"
170,"663,278,39,61,52,1,6,190,219,260,245,274,168,85,734,10,185,187,322,644","663,278,61,39,52,1,6,190,219,260,245,274,168,85,10,734,185,187,322,644"
171,"105,185,247,135,1,39,52,129,168,421,245,382,260,316,322,49,500,506,51,532","185,105,247,135,1,52,39,129,168,245,260,316,421,382,49,85,322,274,93,435"
172,"322,662,767,560,421,487,1,630,175,48,106,1254,612,435,171,237,670,598,1349,154","322,767,662,560,421,487,1,630,612,175,435,106,48,670,1254,1467,1159,200,598,237"
173,"237,1,1349,200,276,214,999,2047,195,112,862,2012,729,1543,2578,416,1613,240,267,185","237,1,200,1349,214,729,999,195,862,276,2012,97,217,112,2047,185,1229,377,148,212"
174,"161,715,61,214,433,128,125,215,196,49,587,435,749,6,647,140,744,897,151,27","161,715,61,214,128,433,125,215,196,49,587,435,749,6,140,647,744,897,151,27"
175,"382,117,281,222,165,383,52,40,16,1,316,106,21,438,68,39,260,23,505,207","382,117,281,222,165,383,52,40,16,1,316,106,21,39,68,438,260,23,505,207"
176,"643,8,176,16,1211,742,207,204,793,798,757,85,799,183,601,336,772,538,393,515","643,8,176,16,742,1211,207,204,793,757,85,798,799,601,183,336,515,187,588,41"
177,"210,214,27,715,670,23,98,133,435,93,10,49,274,85,1,612,63,247,129,211","210,27,214,715,23,670,98,133,435,10,93,274,49,85,1,129,247,612,63,211"
178,"742,208,597,559,97,27,799,601,11,604,636,18,23,8,386,176,1047,207,613,42","742,208,597,559,27,97,11,799,601,18,23,604,8,386,636,1047,176,42,613,207"
179,"210,214,97,187,587,211,663,45,604,1116,749,712,995,128,643,212,756,20,219,274","97,210,214,587,187,643,211,604,756,20,712,1116,663,749,45,212,1150,995,128,601"
180,"68,487,260,24,322,44,276,168,670,796,421,506,767,135,39,946,337,560,662,510","68,260,24,168,487,670,506,421,276,322,135,39,281,796,767,337,44,106,49,946"
181,"714,161,317,1076,98,433,45,644,865,8,739,139,615,776,27,1252,134,21,734,214","714,161,317,1076,98,433,45,644,8,865,139,739,27,615,1252,776,21,214,134,734"
182,"291,21,185,177,105,5,39,274,245,6,169,383,129,538,85,284,52,734,146,506","291,185,21,105,5,177,39,274,6,245,169,129,734,85,538,52,284,383,114,133"
183,"421,10,322,1,662,106,1159,175,154,97,207,48,670,27,85,42,601,15,435,487","421,10,322,1,662,154,106,175,48,1159,15,42,97,727,670,207,610,27,720,382"
184,"124,187,45,65,23,6,114,211,218,97,210,93,715,588,663,49,214,172,61,152","187,124,45,65,23,6,218,114,211,97,210,715,663,93,588,214,61,98,49,133"
185,"59,196,433,265,156,152,133,87,121,1146,134,897,542,278,844,539,407,606,211,127","59,196,433,265,152,156,133,87,897,134,121,1146,211,187,844,539,278,127,218,606"
186,"734,51,274,61,114,190,34,16,93,382,172,604,85,532,539,332,663,117,129,744","734,51,274,61,114,190,34,93,16,382,172,532,85,604,539,129,117,663,332,744"
187,"257,445,436,463,4,1527,19,96,485,918,2414,902,1756,1259,338,1097,44,230,2056,484","257,445,436,463,4,1527,19,96,485,918,2414,902,1756,1259,338,1097,230,2056,44,484"
188,"734,278,407,861,350,532,61,534,1713,1015,98,377,44,114,854,741,63,190,500,5","734,278,861,350,407,532,534,1015,1713,854,44,61,1167,741,377,98,500,940,114,289"
189,"93,133,114,98,190,69,152,377,539,63,172,65,245,734,185,265,260,247,41,52","69,133,93,114,98,190,539,377,734,513,63,152,238,542,65,278,172,185,161,5"
190,"23,125,128,27,274,24,168,178,65,214,68,260,663,117,185,42,715,135,10,114","23,125,128,27,274,24,65,168,178,214,663,260,68,117,185,42,715,135,10,114"
191,"291,516,244,165,515,538,317,21,353,1201,172,222,41,117,190,513,274,318,185,351","291,165,516,244,515,21,172,538,353,222,317,41,117,1201,284,5,190,274,90,513"
192,"49,157,39,129,41,284,134,513,87,69,5,387,90,466,734,892,203,42,85,68","49,157,39,284,129,41,134,90,513,387,466,5,87,69,892,42,734,203,397,68"
193,"767,1,175,48,1349,506,487,560,154,171,630,135,670,24,42,1652,85,435,566,598","767,1,175,48,154,506,560,487,1349,135,630,24,670,42,171,85,435,566,548,598"
194,"5,165,291,51,383,538,177,522,353,730,535,397,568,1257,789,135,691,401,208,332","5,291,165,51,538,177,383,522,353,535,730,397,568,789,1257,135,332,244,208,401"
195,"375,791,1116,1006,1156,911,364,1329,432,897,279,1812,1142,878,1140,789,133,1809,1811,11","375,791,1116,1006,1156,911,364,1329,432,897,279,133,1812,789,1142,878,1140,203,11,1809"
196,"24,670,168,39,185,135,49,93,128,125,45,382,85,65,69,10,27,487,98,6","24,670,39,185,168,135,49,69,93,44,487,45,128,125,382,316,85,65,663,10"
197,"245,52,247,24,260,49,39,105,93,68,135,185,117,670,152,172,128,133,125,98","245,52,24,247,260,49,39,105,93,135,68,185,117,670,172,152,128,133,125,98"
198,"515,386,1076,809,647,278,156,677,425,387,196,776,645,433,85,146,548,631,676,607","515,386,1076,809,647,278,677,156,425,387,645,196,776,433,85,146,548,676,631,607"
199,"124,896,79,438,152,196,151,149,86,568,91,118,281,63,121,138,391,449,926,211","124,438,896,79,152,568,196,86,281,151,149,91,391,449,118,138,121,63,926,800"
200,"51,734,332,940,244,238,542,288,518,4,924,34,882,500,407,69,933,1524,333,516","332,51,940,734,244,288,924,238,518,542,933,882,34,1524,4,333,1692,552,861,1151"
201,"383,438,382,21,284,1257,117,172,40,372,90,316,815,471,505,306,168,418,185,370","383,438,382,1257,284,21,172,117,40,90,815,168,372,306,397,418,316,505,370,1195"
202,"156,466,926,28,739,906,86,323,252,165,1119,241,39,524,375,556,529,809,223,278","466,156,926,28,906,86,739,323,165,252,1119,241,524,39,375,556,223,809,529,1420"
203,"86,40,471,384,530,28,306,466,526,243,293,1529,417,521,510,284,906,445,524,1259","86,40,28,471,530,384,466,306,1529,526,293,243,417,284,521,510,906,524,445,1259"
204,"320,387,844,897,156,529,1146,1059,438,809,712,434,391,776,462,120,135,241,245,105","320,844,387,897,156,529,1146,1059,712,809,434,438,776,391,120,241,462,135,245,105"
205,"612,435,744,670,322,421,1,214,995,339,8,219,176,97,662,204,27,247,757,715","612,435,744,670,322,1,421,995,214,339,8,176,757,204,662,219,97,247,184,1242"
206,"513,278,791,734,264,539,940,61,219,5,323,377,1015,69,1006,98,133,274,51,353","513,278,791,734,264,539,61,219,5,940,323,377,69,1015,133,98,1006,190,274,252"
207,"734,69,278,61,98,133,39,190,185,219,274,45,93,5,377,513,51,49,128,6","734,69,39,185,5,61,278,51,98,133,219,93,190,274,45,513,49,542,377,135"
208,"670,65,377,23,133,435,6,68,152,61,97,63,16,41,995,382,284,322,106,734","670,377,65,23,133,435,68,6,152,61,97,63,16,41,382,995,284,322,106,169"
209,"353,51,734,244,532,34,69,41,516,513,238,232,542,332,4,185,316,500,135,39","51,353,734,41,34,244,69,532,135,185,513,516,542,39,382,4,190,117,238,274"
210,"118,896,433,892,91,138,776,75,648,529,131,897,84,434,120,620,94,145,763,631","896,118,892,91,433,138,75,776,648,84,131,529,434,897,620,120,145,94,631,763"
211,"539,238,323,278,377,542,61,513,39,98,264,133,734,252,791,93,63,318,1015,534","238,323,539,542,513,264,278,791,377,252,61,940,734,652,1015,39,534,98,133,318"
212,"79,172,588,93,265,125,52,65,386,133,670,247,41,45,63,1110,105,1229,124,27","79,172,588,265,93,125,52,386,65,133,670,41,247,45,1110,63,124,105,27,1229"
213,"172,135,6,105,165,222,190,168,274,23,49,185,39,28,169,85,129,24,128,291","172,135,6,105,190,274,23,222,165,49,39,168,185,114,85,28,128,129,169,734"
214,"353,244,789,5,232,1151,222,336,333,1182,536,867,4,1136,288,863,538,318,274,542","353,244,789,232,5,1151,222,336,333,536,1182,867,4,1136,288,863,538,318,542,942"
215,"133,190,98,93,152,125,218,128,49,161,79,187,278,211,715,23,265,59,210,39","133,190,98,93,152,218,161,125,128,49,278,187,79,715,211,23,59,210,265,214"
216,"1062,1043,770,370,1345,702,538,609,1356,130,1298,41,689,6,1667,564,724,723,1051,89","1062,1043,770,1345,370,702,538,609,1356,130,1298,689,41,1667,6,564,723,1051,724,89"
217,"93,98,49,133,190,128,125,45,39,61,129,152,23,52,24,63,41,218,274,670","93,49,133,98,190,125,128,39,45,129,23,61,52,152,24,274,41,245,168,135"
218,"532,542,518,4,350,500,950,1713,264,832,5,867,838,244,70,455,51,1158,877,525","532,518,500,4,542,950,350,832,838,264,244,867,886,455,525,1158,1713,5,1167,517"
219,"5,185,51,734,41,135,39,316,69,244,274,117,172,382,190,532,93,6,219,318","5,734,185,51,244,316,41,69,274,39,135,532,238,190,219,117,318,172,382,6"
220,"24,245,129,168,1,670,260,68,207,39,49,274,16,169,8,435,767,125,172,421","24,245,1,168,129,670,68,260,207,39,169,767,8,49,274,16,435,276,421,172"
221,"86,327,157,243,195,983,123,530,273,260,434,490,257,923,897,111,462,68,256,265","86,327,157,243,195,530,983,123,260,273,257,434,68,152,897,265,490,79,111,281"
222,"190,93,734,63,23,6,274,39,41,105,214,161,152,129,539,69,5,187,670,51","190,93,734,63,23,6,274,39,214,41,105,161,152,129,539,187,69,5,670,172"
223,"34,739,896,391,538,222,535,208,815,1076,732,513,712,1257,734,738,93,844,401,118","34,739,896,391,538,222,208,535,815,732,1076,513,1257,734,712,738,401,93,844,11"
224,"382,135,506,24,42,247,172,284,39,767,670,260,165,178,51,28,128,1107,175,291","382,135,506,24,247,42,172,284,39,670,260,767,51,165,178,28,128,1107,175,65"
225,"471,227,458,733,366,86,377,284,1201,177,2134,291,364,221,322,1756,146,274,173,93","471,227,458,366,733,86,377,284,1201,2134,177,322,221,291,364,1756,146,560,173,274"
226,"187,128,23,27,712,6,45,200,218,588,670,386,65,214,715,10,210,744,97,435","187,128,23,27,6,45,670,200,712,10,65,218,386,85,588,214,435,715,744,97"
227,"39,238,105,5,516,353,51,500,244,789,532,133,98,114,377,542,93,513,44,190","39,105,238,5,516,500,51,353,244,789,93,133,135,98,114,377,247,532,49,129"
228,"734,542,513,39,61,278,318,532,133,98,534,185,353,51,93,190,789,4,49,44","734,542,513,39,61,532,278,318,51,133,353,98,185,534,93,190,789,4,49,264"
229,"407,542,4,264,284,502,920,789,39,70,791,323,877,513,353,5,59,265,892,243","407,4,542,264,502,284,920,70,789,791,39,877,323,353,5,513,59,265,892,863"
230,"168,129,247,670,85,125,105,382,135,6,65,260,68,10,281,421,152,169,185,435","168,129,247,670,85,125,105,382,135,6,65,260,68,10,421,281,152,169,435,185"
231,"219,663,61,93,49,16,129,247,41,39,97,10,245,152,612,135,377,117,168,8","219,663,61,93,49,16,129,247,41,39,97,10,245,152,117,135,168,612,377,172"
232,"516,274,353,85,291,39,1201,6,318,219,207,23,169,21,247,172,52,8,129,222","516,274,85,353,291,1201,39,21,169,207,318,222,506,8,6,247,52,178,44,245"
233,"154,382,421,41,51,27,42,610,219,6,106,284,23,24,1,128,124,5,168,727","154,382,421,41,51,27,610,42,219,6,23,284,106,24,1,128,5,124,168,45"
234,"52,245,129,247,124,42,157,49,281,1,260,117,93,1107,172,152,135,28,106,40","245,52,129,124,247,42,157,281,49,260,1,1107,117,40,93,28,152,172,106,135"
235,"601,995,634,1159,598,487,1467,536,214,23,171,1530,274,830,237,697,720,961,30,548","601,995,634,487,1159,598,1467,536,214,23,171,830,274,1530,237,720,961,697,30,548"
236,"670,129,24,247,27,23,105,245,39,274,93,435,663,10,219,114,185,218,117,16","670,24,129,247,27,105,23,245,39,10,93,274,435,663,219,114,117,185,218,16"
237,"165,222,21,51,135,265,734,93,568,61,49,383,146,105,535,133,185,1182,317,274","165,222,21,51,135,265,383,93,568,734,49,146,105,61,535,1257,133,185,317,274"
238,"106,487,800,630,1099,88,195,1,421,560,1587,322,1071,112,1254,154,796,42,144,1529","106,487,630,800,1099,88,1,421,560,195,1587,1071,322,1254,112,154,796,144,42,717"
239,"168,129,52,382,245,247,172,1,39,670,85,93,23,27,42,260,284,421,274,10","168,129,52,382,245,247,172,1,39,670,85,93,23,27,42,260,284,421,274,10"
240,"61,63,214,6,211,219,587,152,663,749,49,215,588,1019,97,156,85,435,41,756","61,214,63,6,211,219,49,152,663,749,587,215,588,85,1019,435,97,156,41,16"
241,"214,45,670,435,128,65,114,219,6,63,211,61,247,93,187,1,85,190,749,274","214,45,435,670,128,65,114,219,6,63,211,61,187,247,749,93,85,1,190,274"
242,"63,513,98,278,152,515,265,218,41,6,146,542,274,5,87,211,648,715,39,219","63,98,513,152,278,146,265,218,41,6,274,515,211,542,5,39,715,185,648,87"
243,"8,178,169,548,14,135,382,185,316,274,222,176,798,767,51,536,142,21,393,291","8,169,178,548,135,382,14,185,274,316,222,23,51,176,172,767,21,798,291,393"
244,"93,49,41,39,168,24,382,129,190,152,284,52,128,245,133,51,125,5,61,124","93,49,41,39,168,24,190,129,382,152,133,128,61,125,52,245,5,51,284,124"
245,"714,738,1252,1110,742,755,1314,843,151,91,1275,164,1276,718,178,1073,548,219,127,716","714,738,1110,1252,742,1314,755,843,548,151,219,178,91,127,164,840,799,718,1275,1276"
246,"16,169,6,172,34,135,219,8,20,548,643,222,105,734,21,27,185,190,336,128","16,169,6,172,34,219,135,20,8,548,643,222,734,21,105,27,185,190,336,291"
247,"1107,530,281,68,40,800,52,384,1,260,157,124,106,195,247,129,42,505,1529,28","1107,530,281,68,40,52,124,1,800,106,42,157,129,247,260,384,1529,28,195,284"
248,"63,61,715,278,190,210,214,187,161,49,644,79,27,23,529,744,156,377,670,433","63,61,715,190,278,210,187,214,161,49,79,27,23,644,744,529,156,670,377,219"
249,"117,712,146,41,49,169,93,245,85,128,129,52,105,165,79,24,291,39,187,382","712,117,146,49,93,128,41,79,187,245,129,85,169,149,52,588,63,105,24,61"
250,"98,93,133,49,69,39,61,190,65,247,152,45,63,125,128,129,734,377,278,52","98,133,93,49,61,190,69,39,152,65,63,45,125,128,247,129,218,278,377,734"
251,"187,65,6,128,125,45,61,218,211,27,588,133,41,715,386,219,172,79,49,644","187,65,128,6,125,45,61,218,211,27,133,588,715,41,219,49,172,79,386,278"
252,"63,59,161,152,542,61,79,892,93,265,278,377,407,529,218,513,734,1146,273,211","63,59,161,152,542,79,892,61,93,265,377,278,407,273,529,1146,218,513,121,897"
253,"260,306,39,24,168,52,245,44,68,506,318,69,500,525,281,86,49,284,510,1","306,260,44,39,24,168,318,52,500,245,525,506,69,68,86,281,510,49,284,1"
254,"97,604,663,744,995,1006,759,715,278,27,219,218,749,612,45,644,1116,1242,587,125","97,744,663,604,1006,995,759,715,278,218,749,27,219,644,45,612,587,125,1242,647"
255,"63,79,588,897,187,433,715,114,712,539,65,377,59,206,214,210,149,278,896,529","63,79,588,897,187,433,715,114,539,712,59,377,65,206,214,210,149,529,278,896"
256,"79,1110,152,187,1229,63,715,196,217,214,91,59,161,151,644,433,206,897,210,114","79,187,1110,152,1229,63,715,214,644,217,161,196,59,91,206,151,433,210,529,897"
257,"539,63,79,245,897,168,161,260,59,65,247,125,433,105,128,157,45,69,28,218","539,63,79,245,897,260,168,161,65,59,433,247,125,105,69,128,157,45,218,28"
258,"86,172,281,152,39,93,438,245,284,129,40,59,124,52,327,306,149,539,196,146","172,86,281,152,93,39,438,245,284,129,40,124,59,52,327,149,306,539,196,291"
259,"24,39,105,530,152,327,318,284,172,510,133,243,98,1107,382,128,85,146,257,40","24,39,105,530,152,327,318,284,172,510,243,133,98,1107,382,128,146,85,257,983"
260,"161,529,120,844,620,215,152,897,121,91,644,1019,1146,203,278,715,648,712,763,320","161,529,120,620,215,844,897,152,1019,644,121,278,203,91,1146,715,763,648,712,647"
261,"245,260,129,247,337,49,169,39,133,23,327,1229,65,265,185,135,27,284,505,190","245,260,129,247,49,337,169,39,133,23,327,265,1229,65,27,284,505,135,185,190"
262,"278,587,161,715,620,87,768,61,741,214,841,433,187,1006,556,665,98,212,190,1076","278,587,620,768,161,87,715,741,61,841,556,214,1006,433,665,212,187,1076,98,190"
263,"172,190,65,93,49,219,27,169,51,5,185,39,168,24,52,712,152,245,247,8","172,190,65,49,93,169,27,219,185,51,39,712,5,168,152,52,24,245,187,14"
264,"588,386,187,387,559,23,79,679,645,214,169,133,199,204,896,274,200,117,120,858","588,386,187,387,559,23,79,679,645,214,169,133,199,204,117,896,200,274,196,858"
265,"382,46,219,207,1,27,339,85,175,106,41,662,6,586,8,548,274,663,720,42","382,46,207,219,1,27,85,339,106,6,175,41,8,662,586,548,274,663,42,720"
266,"421,670,10,247,435,129,767,85,175,382,663,662,42,23,207,744,49,39,65,117","421,670,10,247,129,435,85,767,382,175,23,42,663,662,207,49,744,65,39,117"
267,"28,438,40,284,117,86,129,105,265,41,177,291,505,1257,306,152,327,1107,21,471","28,438,40,284,117,86,129,265,105,41,1257,505,177,306,327,291,1107,152,21,471"
268,"691,522,730,1257,401,28,1686,746,1334,70,59,704,391,863,892,21,705,829,558,86","691,730,1257,522,401,28,1686,391,1334,558,705,704,746,829,863,70,21,59,172,86"
269,"185,105,135,168,316,24,318,245,260,69,284,129,52,4,86,281,506,28,525,49","185,316,318,4,105,135,525,506,69,168,260,284,24,245,86,436,281,52,129,510"
270,"24,129,49,421,744,168,98,260,322,245,27,218,10,135,6,715,23,68,61,377","24,129,49,421,744,98,168,260,245,322,27,218,10,6,715,135,23,68,61,377"
271,"51,16,386,278,85,712,149,382,63,513,8,332,548,49,677,644,529,647,265,568","51,16,278,386,85,712,149,332,513,382,8,63,548,677,644,529,49,647,1182,636"
272,"734,161,538,1076,93,433,152,156,49,535,218,377,211,59,265,222,177,715,738,739","734,161,538,1076,93,433,152,156,49,535,218,377,59,211,265,222,177,715,738,739"
273,"114,93,117,152,23,265,59,27,278,69,513,129,79,187,28,218,168,539,24,245","114,93,117,152,59,265,23,27,278,69,513,129,79,28,187,539,168,218,24,238"
274,"135,284,24,247,382,316,306,260,4,28,41,172,117,500,734,506,114,1,133,532","135,284,24,247,382,316,306,260,4,28,41,172,117,500,734,114,506,133,1,98"
275,"670,128,52,45,1,245,274,168,49,117,435,207,214,93,210,98,42,133,114,260","52,670,128,1,245,168,45,117,42,274,49,207,435,68,93,135,260,41,382,172"
276,"1,663,744,670,421,612,210,27,45,247,322,10,214,125,24,52,129,128,97,1159","663,744,670,1,210,214,45,247,612,125,27,52,128,421,129,24,97,322,65,1159"
277,"49,93,168,105,24,41,245,52,114,190,133,247,382,128,152,185,28,125,23,45","49,93,105,168,41,24,245,114,52,190,133,247,128,382,152,125,185,23,28,45"
278,"1150,1809,975,592,1015,1812,1018,1119,969,1978,468,755,1242,1680,1506,664,365,1729,1536,1813","1150,1809,975,1015,592,1812,1119,1018,1978,969,468,1680,1506,755,664,365,1729,1242,1813,3638"
279,"157,435,124,429,195,670,237,140,175,106,24,137,1,79,800,211,68,247,111,200","435,670,211,140,79,157,152,124,200,128,214,237,247,217,187,49,195,137,218,24"
280,"207,178,798,393,184,8,200,598,421,757,1518,322,1,662,548,85,601,16,536,175","207,178,798,200,8,393,184,598,421,757,1,322,85,16,1518,548,601,662,536,10"
281,"168,281,68,185,105,318,530,384,28,505,471,500,4,117,337,40,69,276,670,455","168,185,281,68,105,318,530,28,117,500,4,471,384,505,69,337,40,670,172,455"
282,"152,265,157,897,93,49,63,98,539,260,377,59,124,245,433,247,161,52,168,190","152,157,93,49,265,63,897,260,98,377,539,245,247,52,124,59,168,433,24,190"
283,"539,61,513,114,133,190,69,278,98,161,734,238,63,59,39,542,87,323,377,156","539,513,61,114,133,278,69,190,238,161,98,734,63,87,59,323,542,156,39,377"
284,"738,718,809,604,657,677,539,208,513,219,27,643,587,841,190,768,515,755,620,63","738,718,809,657,604,539,677,208,219,27,513,643,587,190,515,841,768,620,63,755"
